SEM,NQUEST,POIDSM,RESCOUR,RESDEP,RESSECT,RESCOMM,RESC,JDEP,MNP,MNP5,MNPMOB,MNPACT,TYPELOG,OCCUPLOG,LOY_HC,LOY_NSP,ALLOC,CHG,CHG_NSP,LOY_PARK,PARK,NBPI,SURF,TELFIX,INTERNET,ANEM,MNEM,CHOIXLOG1,CHOIXLOG2,CHOIXLOG3,ACOMM,NB_VELO,NB_VAE,PARKVELO,NB_VD,TYPEV1,ENERGV1,APMCV1,PUISSV1,ANKMV1,CPTKMV1,POSSV1,STATV1,TYPEV2,ENERGV2,APMCV2,PUISSV2,ANKMV2,CPTKMV2,POSSV2,STATV2,TYPEV3,ENERGV3,APMCV3,PUISSV3,ANKMV3,CPTKMV3,POSSV3,STATV3,TYPEV4,ENERGV4,APMCV4,PUISSV4,ANKMV4,CPTKMV4,POSSV4,STATV4,NB_2RM,NB_VEH,TYPERM1,MOTRM1,ENERM1,APMCRM1,CYLRM1,ANKMRM1,STATRM1,TYPERM2,MOTRM2,ENERM2,APMCRM2,CYLRM2,ANKMRM2,STATRM2,TYPERM3,MOTRM3,ENERM3,APMCRM3,CYLRM3,ANKMRM3,STATRM3,TYPERM4,MOTRM4,ENERM4,APMCRM4,CYLRM4,ANKMRM4,STATRM4,ANCOUT,ASSCOUT,REVENU
201044,75110791,488.25726346,1,75,7511,75117,555132G,1,1,1,1,1,5,3,,,,350,,,3,4,62,1,1,36,,,,,60141,0,,2,1,1,3,2000,5,30000,300000,1,6,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4
201104,75110821,488.25726346,1,75,7511,75117,555138H,3,1,1,1,1,4,4,852,,2,40,,,3,2,39,1,1,1,,09,,,75110,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2007,1,14000,3,,,,,,,,,,,,,,,,,,,,,,2,2,5
201052,75110831,488.25726346,1,75,7511,75117,555125E,4,1,1,1,1,4,6,850,,2,200,,,3,3,58,1,1,1,,05,12,16,44109,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
200952,75110841,488.25726346,1,75,7511,75117,555241D,1,1,1,1,,4,1,,,,,1,,3,4,75,1,2,30,,,,,95306,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
201115,75110861,637.56316469,1,75,7511,75117,555124C,5,6,6,5,2,6,3,555,,1,,1,,3,4,90,1,1,18,,,,,75111,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2010,2,1000,3,,,,,,,,,,,,,,,,,,,,,,8,2,12
201017,75110911,488.25726346,1,75,7511,75117,555143C,2,1,1,1,,4,1,,,,150,,,3,2,40,1,2,42,,,,,77186,0,,2,1,1,1,2000,7,10000,95000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,12
201045,75110921,488.25726346,1,75,7511,75117,555146C,2,1,1,1,1,4,7,,,,50,,,3,1,24,1,1,4,0,06,,,14220,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
201104,75110981,793.2529526,1,75,7511,75117,555139D,2,3,2,2,2,4,2,1500,,2,120,,,3,3,55,1,1,4,,01,09,,63178,0,,1,1,1,1,1996,5,700,65000,1,5,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10
201051,75110991,592.16052241,1,75,7511,75117,552798E,5,2,1,1,,4,3,630,,2,20,,,3,2,25,1,2,1,6,16,,,75117,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
201047,75111001,637.56316469,1,75,7511,75117,555153I,2,5,4,4,1,5,6,3500,,,,,170,,6,150,1,1,2,5,07,,,99047,0,,1,1,1,3,2008,7,12000,35000,3,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,10
201047,75111011,488.25726346,1,75,7511,75117,555171A,1,1,1,1,,4,1,,,,100,,,3,3,67,1,2,16,0,,,,92051,0,,1,1,1,1,2001,5,10000,80000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10
201001,75111041,793.2529526,1,75,7511,75117,555136D,1,3,3,3,2,4,1,,,,133,,,3,3,57,1,1,22,2,,,,75117,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
201006,75111051,793.2529526,1,75,7511,75117,555129A,1,3,3,3,1,4,1,,,,600,,,3,3,60,1,1,10,,,,,75113,0,,2,2,1,1,1992,5,10000,180000,1,2,1,3,2004,7,28000,140000,1,5,,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,10
201004,75111081,733.92683335,1,75,7511,75117,552798A,1,4,2,2,1,4,4,514,,1,,1,,3,2,45,1,1,25,,,,,75117,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
201103,75111141,488.25726346,1,75,7511,75117,552799G,5,1,1,1,1,5,6,535,,2,30,,,3,1,23,1,1,5,,01,,,69387,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
201023,75111171,488.25726346,1,75,7511,75117,555132I,2,1,1,1,,4,8,,,,150,,,3,1,14,1,1,2,,04,16,,60151,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
201049,75111181,488.25726346,1,75,7511,75117,555211A,4,1,1,1,1,4,6,660,,2,40,,,3,2,30,1,1,1,6,01,03,,75118,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
201015,75111201,488.25726346,1,75,7511,75117,555164F,4,1,1,1,1,4,6,530,,2,30,,,3,2,30,1,1,5,,09,12,,75114,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
201102,75111221,488.25726346,1,75,7511,75117,555118F,5,1,1,1,1,4,9,560,,2,128,,93,,2,58,1,1,6,,,,,75119,0,,2,1,1,1,2009,4,25000,25000,3,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,8
201102,75111251,733.92683335,1,75,7511,75117,555121E,2,4,4,4,2,4,3,550,,2,300,,90,,4,89,1,1,3,,09,,,92025,0,,2,1,1,3,2006,8,5000,101400,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,7
201047,75111271,488.25726346,1,75,7511,75117,552871F,2,1,1,1,,6,3,380,,2,95,,,3,3,56,1,1,21,10,,,,75117,0,,2,1,1,2,1996,5,25000,340000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2
201102,75111311,488.25726346,1,75,7511,75117,555165A,3,1,1,1,1,4,6,400,,2,,1,,3,2,32,1,1,30,,,,,91326,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
201045,75111361,592.16052241,1,75,7511,75117,555211A,4,2,2,2,2,4,6,1215,,2,60,,,3,3,48,1,1,1,6,02,12,,75106,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
201051,75111411,488.25726346,1,75,7511,75117,555162G,5,1,1,1,1,5,3,670,,2,60,,,3,1,20,1,1,3,6,03,09,12,92032,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
201102,75111451,488.25726346,1,75,7511,75117,555115D,1,1,1,1,,6,3,514,,2,92,,,3,3,70,1,2,30,,,,,18197,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
201016,75111501,592.16052241,1,75,7511,75117,555125D,3,2,2,2,,6,1,,,,400,,,3,5,127,1,1,13,,,,,75117,2,0,1,1,1,1,2002,9,8000,60000,1,6,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,9
200950,75111531,488.25726346,1,75,7511,75117,555164F,1,1,1,1,1,4,8,,,,,1,,3,3,45,1,1,38,,,,,75108,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
201107,75111541,592.16052241,1,75,7511,75117,555128D,1,2,2,2,1,4,6,750,,2,250,,160,,3,69,1,1,38,,,,,75111,2,0,2,2,1,3,2005,5,13000,86000,1,7,1,1,2000,4,6000,97000,1,2,,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,11
201107,75111551,592.16052241,1,75,7511,75117,555146G,1,2,2,1,,5,9,,,,450,,,2,5,120,1,1,3,,06,,,95219,0,,1,1,1,3,2009,4,3500,11438,1,6,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,10
201013,75111591,488.25726346,1,75,7511,75117,555144C,5,1,1,1,,6,6,700,,2,,1,,3,2,40,1,2,4,,01,,,92049,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
201107,75111611,488.25726346,1,75,7511,75117,552874H,3,1,1,1,,5,3,605,,1,,1,,3,1,35,1,1,15,,,,,75117,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
201104,75111651,488.25726346,1,75,7511,75117,555147H,5,1,1,1,1,4,1,,,,200,,220,,3,60,1,1,4,,04,09,,75117,0,,1,1,1,3,2009,7,10000,18000,3,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,10
201043,75111661,488.25726346,1,75,7511,75117,555162G,1,1,1,1,,4,1,,,,150,,,3,2,33,1,1,15,,,,,75117,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
201044,75111681,488.25726346,1,75,7511,75117,555162D,2,1,1,1,,4,1,,,,120,,,3,3,37,1,2,12,,,,,,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
201104,75111691,592.16052241,1,75,7511,75117,555135I,2,2,2,2,2,4,1,,,,340,,,3,4,79,1,1,26,,,,,75117,4,0,1,1,1,3,1995,7,10000,150000,1,6,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,10
201113,75111701,488.25726346,1,75,7511,75117,555144E,3,1,1,1,1,4,6,1280,,2,70,,,3,3,66,1,1,1,,02,04,,92044,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
201114,75111711,733.92683335,1,75,7511,75117,555164D,5,4,4,4,2,4,6,2100,,2,300,,,3,4,110,1,1,6,,,,,38185,0,,1,1,1,3,2006,7,15000,75000,3,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10
201104,75111721,488.25726346,1,75,7511,75117,555143G,4,1,1,1,1,4,4,700,,2,70,,,3,1,24,1,1,5,,09,16,,94046,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
201004,75111741,488.25726346,1,75,7511,75117,555217G,5,1,1,1,1,4,6,600,,2,,1,,3,3,60,1,1,14,,,,,78356,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
200950,75111791,488.25726346,1,75,7511,75117,554365I,2,1,1,1,,5,6,340,,3,,1,,3,1,22,1,1,8,10,,,,75116,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
201047,75111801,488.25726346,1,75,7511,75117,555135F,3,1,1,1,,6,1,,,,13,,,3,3,42,1,1,,8,01,,,75117,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
201008,75111831,592.16052241,1,75,7511,75117,555214G,2,2,2,2,2,4,6,857,,2,155,,,3,3,50,1,1,3,3,02,04,,54395,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
201009,75111841,488.25726346,1,75,7511,75117,554366H,1,1,1,1,1,4,7,,,,,1,,3,1,30,1,1,25,,,,,75110,0,,2,1,1,1,1996,5,6000,97000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3
201047,75111851,488.25726346,1,75,7511,75117,555136B,1,1,1,1,1,4,6,600,,,50,,,3,2,31,1,1,,4,04,,,75118,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
201052,75111861,488.25726346,1,75,7511,75117,555148F,2,1,1,1,1,4,3,316,,2,180,,,3,3,70,1,1,29,,,,,99032,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
201047,75111891,592.16052241,1,75,7511,75117,555132D,5,2,2,2,2,4,6,700,,2,50,,,3,2,32,1,1,0,6,01,04,,75110,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
201016,75111901,793.2529526,1,75,7511,75117,555145F,5,3,3,3,1,4,6,3300,,2,260,,,2,5,150,1,1,8,,04,,,75118,0,,1,1,1,1,1999,,12000,120000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,10
201045,75111971,488.25726346,1,75,7511,75117,552799A,3,1,1,1,1,6,1,,,,120,,,3,3,52,1,1,5,,01,02,,75117,0,,1,1,1,1,1988,4,1000,65000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2
201023,75111991,793.2529526,1,75,7511,75117,555146E,4,3,3,3,2,4,6,2000,,,300,,,3,4,96,1,1,3,,10,11,,78126,0,,2,2,1,1,2009,4,7000,7100,1,3,1,1,2000,5,8000,80000,1,3,,,,,,,,,,,,,,,,,1,3,2,2,2,2000,2,5000,3,,,,,,,,,,,,,,,,,,,,,,2,3,10
201104,75112001,592.16052241,1,75,7511,75117,554366A,4,2,2,2,,4,1,,,,350,,120,,6,140,1,1,35,,,,,75117,0,,1,2,1,1,1993,6,3000,135000,1,6,1,1,2005,9,25000,120000,1,7,,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,9
201043,75112021,488.25726346,1,75,7511,75117,555163E,1,1,1,1,,4,4,1700,,2,120,,,3,5,110,1,1,42,,02,13,,75117,0,,1,1,1,1,2006,9,25000,100000,1,6,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,7
201013,75112041,592.16052241,1,75,7511,75117,555116F,4,2,2,2,,6,3,580,,2,100,,176,,2,56,1,1,8,0,,,,94011,0,,1,1,1,3,2005,9,18000,40000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,4,2,2008,2,400,7,,,,,,,,,,,,,,,,,,,,,,3,3,8
201001,75112051,592.16052241,1,75,7511,75117,552798E,1,2,2,2,,4,5,300,,2,80,,,3,2,40,1,1,42,,,,,75117,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
201047,75112111,488.25726346,1,75,7511,75117,555126G,3,1,1,1,,4,1,,,,320,,,3,3,75,1,2,25,,,,,92040,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
201107,75112211,488.25726346,1,75,7511,75117,555139H,2,1,1,1,1,5,6,650,,2,100,,,3,2,43,1,2,26,,,,,75104,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
201102,75112251,488.25726346,1,75,7511,75117,555147E,4,1,1,1,,4,1,,,,,1,,3,5,110,1,1,30,0,,,,75117,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
201105,75112321,592.16052241,1,75,7511,75117,554366B,1,2,2,2,,5,6,1677,,2,288,,,3,5,116,1,1,30,,,,,75115,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
201102,75112331,488.25726346,1,75,7511,75117,555172C,4,1,1,1,1,4,6,600,,2,30,,,3,2,28,1,1,28,,,,,75120,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
201003,75112351,488.25726346,1,75,7511,75117,555133E,4,1,1,1,1,4,1,,,,150,,,3,3,50,1,1,25,,,,,75117,0,,1,1,1,1,1999,5,8000,25000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4
201047,75112361,592.16052241,1,75,7511,75117,555127G,5,2,2,2,,4,1,,,,800,,140,,8,200,1,1,40,,,,,75117,0,,2,1,1,1,2010,5,4000,600,1,6,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10
201045,75112371,793.2529526,1,75,7511,75117,555131C,3,3,3,3,2,4,2,,1,2,350,,,3,4,83,1,1,6,,,,,75115,2,0,1,1,1,3,2010,7,40000,18000,4,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,10
201104,75112391,592.16052241,1,75,7511,75117,555128I,3,2,2,2,1,4,6,850,,2,35,,,3,2,37,1,1,,9,07,09,,75117,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
200952,75112431,488.25726346,1,75,7511,75117,555136E,3,1,1,1,,4,6,807,,2,94,,,3,3,50,1,2,30,,,,,75109,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
201001,75112521,592.16052241,1,75,7511,75117,555163C,3,2,2,2,,4,1,,,,136,,,3,3,70,1,2,60,2,,,,75117,0,,2,1,1,3,1992,5,10000,300000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,11
201050,75112531,488.25726346,1,75,7511,75117,555135F,1,1,1,1,1,5,6,790,,2,110,,,3,2,37,1,1,4,,01,04,,75114,0,,2,2,1,3,2006,4,20000,93000,3,3,1,2,1967,7,1000,25000,1,8,,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,7
201104,75112591,592.16052241,1,75,7511,75117,555146G,4,2,2,2,1,4,1,,,,170,,,3,4,75,1,1,13,,,,,75110,0,,2,1,1,1,1999,9,15000,162000,1,6,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,10
201103,75112631,488.25726346,1,75,7511,75117,552796E,3,1,1,1,1,4,6,577,,2,,1,,3,3,48,1,1,5,0,06,,,18087,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
201001,75112641,733.92683335,1,75,7511,75117,555136E,1,4,4,3,1,4,1,,,,300,,,3,4,90,1,1,15,4,,,,75117,4,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
201047,75112661,488.25726346,1,75,7511,75117,554366C,4,1,1,1,,6,1,,,,200,,,3,3,110,1,1,20,0,,,,75117,0,,1,1,1,1,2009,7,3000,1800,1,6,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6
201013,75112731,488.25726346,1,75,7511,75117,555116F,4,1,1,1,,4,3,650,,1,,1,,3,2,58,1,1,13,,,,,92044,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
201004,75112741,488.25726346,1,75,7511,75117,555145H,5,1,1,1,1,4,1,,,,,1,,1,4,90,1,1,10,,,,,75117,0,,1,1,1,1,2004,5,7000,42000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,6
201105,75112761,488.25726346,1,75,7511,75117,555141D,1,1,1,1,1,5,3,460,,2,52,,,3,1,38,1,1,3,,16,,,95203,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
200951,75112781,592.16052241,1,75,7511,75117,555147A,1,2,2,2,,4,1,,,,60,,150,,3,70,1,1,40,0,,,,75111,2,0,1,1,1,1,2006,9,15000,40000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8
201009,75112791,488.25726346,1,75,7511,75117,555138D,3,1,1,1,,4,5,,1,3,,1,,3,2,50,1,2,35,3,,,,75117,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
201113,75112841,592.16052241,1,75,7511,75117,555163B,2,2,2,2,2,4,6,1000,,2,,1,,3,3,50,1,1,6,,,,,31555,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
201013,75112851,488.25726346,1,75,7511,75117,555171B,2,1,1,1,1,6,7,,,,200,,,2,2,60,2,2,10,,,,,75113,0,,1,1,1,1,2009,6,12000,11000,1,5,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3
201120,75112901,488.25726346,1,75,7511,75117,552799A,3,1,1,1,,4,3,260,,2,,1,,3,1,22,1,2,14,,,,,75119,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
201113,75112941,488.25726346,1,75,7511,75117,555134C,2,1,1,1,,4,1,,,,170,,,3,3,61,1,1,33,,,,,75117,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
201102,75112951,592.16052241,1,75,7511,75117,555132F,3,2,2,2,,4,2,0,,2,120,,,3,2,33,1,1,4,,16,,,42218,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
201115,75112981,793.2529526,1,75,7511,75117,555151E,2,3,3,3,1,4,6,700,,2,200,,,3,1,30,1,1,7,,,,,75111,0,,2,1,1,3,1996,9,6000,206000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4
201104,75113001,637.56316469,1,75,7511,75117,555155A,5,5,5,5,1,4,6,1900,,2,200,,,3,5,110,1,1,10,,,,,75114,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
201115,75113031,488.25726346,1,75,7511,75117,555163D,1,1,1,1,,4,1,,,,300,,,3,3,80,1,2,23,,,,,75109,1,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
201113,75113041,592.16052241,1,75,7511,75117,555146A,5,2,2,2,2,4,2,1575,,2,138,,,3,3,53,1,1,4,,02,09,16,75117,3,0,1,1,1,1,2003,5,9000,90000,1,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,10
201107,75113101,592.16052241,1,75,7511,75117,555132H,1,2,2,1,,4,1,,,,25,,,3,1,33,1,1,38,,,,,78158,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
201104,75113211,592.16052241,1,75,7511,75117,555134F,1,2,2,2,1,5,6,1500,,1,,1,,3,3,70,1,1,2,6,16,,,95183,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
201114,75113281,488.25726346,1,75,7511,75117,555171B,3,1,1,1,,4,1,,,,200,,,2,1,38,1,1,2,,05,,,2A247,0,,2,1,1,3,2010,7,30000,26000,1,6,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,6
201113,75113311,488.25726346,1,75,7511,75117,555162B,5,1,1,1,1,4,6,339,,2,,1,,3,1,19,1,1,3,,16,,,93051,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
201114,75113321,488.25726346,1,75,7511,75117,555161D,1,1,1,1,1,4,6,500,,2,,1,,3,1,25,1,1,3,,04,,,75118,0,,1,1,1,1,1996,9,10000,250000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,4,2,2000,3,5000,3,,,,,,,,,,,,,,,,,,,,,,4,2,5
